event_num,timestamp,date,event_type,event_price,event_volume,ob_best_bid_price,ob_best_bid_qty,ob_best_ask_price,ob_best_ask_qty,in_opening_auction,in_silent_period,in_closing_auction,should_quote_bid,should_quote_ask,quote_bid_price,quote_bid_size,quote_ask_price,quote_ask_size,fill_side,fill_qty,fill_price,position,entry_price,realized_pnl,notes
1307,2025-04-14 11:40:16,2025-04-14,TRADE,12.15,5301.0,12.15,134570.0,12.2,422210.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1308,2025-04-14 11:40:16,2025-04-14,BID,12.15,34570.0,12.15,34570.0,12.2,422210.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1309,2025-04-14 11:40:16,2025-04-14,ASK,12.2,422210.0,12.15,34570.0,12.2,422210.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1310,2025-04-14 11:40:16,2025-04-14,ASK,12.2,422819.0,12.15,34570.0,12.2,422819.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1311,2025-04-14 11:40:19,2025-04-14,ASK,12.2,416887.0,12.15,34570.0,12.2,416887.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1312,2025-04-14 11:40:19,2025-04-14,TRADE,12.15,3681.0,12.15,34570.0,12.2,416887.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1313,2025-04-14 11:40:19,2025-04-14,TRADE,12.15,2093.0,12.15,34570.0,12.2,416887.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1314,2025-04-14 11:40:19,2025-04-14,BID,12.15,28796.0,12.15,28796.0,12.2,416887.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1315,2025-04-14 11:40:19,2025-04-14,ASK,12.2,416887.0,12.15,28796.0,12.2,416887.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1316,2025-04-14 11:40:24,2025-04-14,TRADE,12.15,4137.0,12.15,28796.0,12.2,416887.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1317,2025-04-14 11:40:24,2025-04-14,TRADE,12.15,863.0,12.15,28796.0,12.2,416887.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1318,2025-04-14 11:40:24,2025-04-14,BID,12.15,23796.0,12.15,23796.0,12.2,416887.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1319,2025-04-14 11:40:24,2025-04-14,ASK,12.2,416887.0,12.15,23796.0,12.2,416887.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1320,2025-04-14 11:40:49,2025-04-14,TRADE,12.15,197.0,12.15,23796.0,12.2,416887.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1321,2025-04-14 11:40:49,2025-04-14,TRADE,12.15,5179.0,12.15,23796.0,12.2,416887.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1322,2025-04-14 11:40:49,2025-04-14,TRADE,12.15,1790.0,12.15,23796.0,12.2,416887.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1323,2025-04-14 11:40:49,2025-04-14,TRADE,12.15,367.0,12.15,23796.0,12.2,416887.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1324,2025-04-14 11:40:49,2025-04-14,TRADE,12.15,490.0,12.15,23796.0,12.2,416887.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1325,2025-04-14 11:40:49,2025-04-14,TRADE,12.15,1627.0,12.15,23796.0,12.2,416887.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1326,2025-04-14 11:40:49,2025-04-14,TRADE,12.15,637.0,12.15,23796.0,12.2,416887.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1327,2025-04-14 11:40:49,2025-04-14,TRADE,12.15,285.0,12.15,23796.0,12.2,416887.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1328,2025-04-14 11:40:49,2025-04-14,TRADE,12.15,929.0,12.15,23796.0,12.2,416887.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1329,2025-04-14 11:40:49,2025-04-14,TRADE,12.15,31.0,12.15,23796.0,12.2,416887.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1330,2025-04-14 11:40:49,2025-04-14,TRADE,12.15,627.0,12.15,23796.0,12.2,416887.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1331,2025-04-14 11:40:49,2025-04-14,TRADE,12.15,4080.0,12.15,23796.0,12.2,416887.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1332,2025-04-14 11:40:49,2025-04-14,TRADE,12.15,31.0,12.15,23796.0,12.2,416887.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1333,2025-04-14 11:40:49,2025-04-14,TRADE,12.15,12.0,12.15,23796.0,12.2,416887.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1334,2025-04-14 11:40:49,2025-04-14,TRADE,12.15,31.0,12.15,23796.0,12.2,416887.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1335,2025-04-14 11:40:49,2025-04-14,TRADE,12.15,31.0,12.15,23796.0,12.2,416887.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1336,2025-04-14 11:40:49,2025-04-14,TRADE,12.15,31.0,12.15,23796.0,12.2,416887.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1337,2025-04-14 11:40:49,2025-04-14,TRADE,12.15,6390.0,12.15,23796.0,12.2,416887.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1338,2025-04-14 11:40:49,2025-04-14,TRADE,12.15,1000.0,12.15,23796.0,12.2,416887.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1339,2025-04-14 11:40:49,2025-04-14,TRADE,12.15,31.0,12.15,23796.0,12.2,416887.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1340,2025-04-14 11:40:49,2025-04-14,ASK,12.15,416887.0,12.15,23796.0,12.15,416887.0,False,False,False,True,True,12.15,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1341,2025-04-14 11:40:49,2025-04-14,BID,12.1,543898.0,12.1,543898.0,12.15,416887.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1342,2025-04-14 11:40:49,2025-04-14,ASK,12.15,1204.0,12.1,543898.0,12.15,1204.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1343,2025-04-14 11:40:50,2025-04-14,ASK,12.15,8734.0,12.1,543898.0,12.15,8734.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1344,2025-04-14 11:40:52,2025-04-14,ASK,12.15,8886.0,12.1,543898.0,12.15,8886.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1345,2025-04-14 11:40:52,2025-04-14,TRADE,12.15,700.0,12.1,543898.0,12.15,8886.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1346,2025-04-14 11:40:52,2025-04-14,BID,12.1,543898.0,12.1,543898.0,12.15,8886.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1347,2025-04-14 11:40:52,2025-04-14,ASK,12.15,8186.0,12.1,543898.0,12.15,8186.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1348,2025-04-14 11:40:55,2025-04-14,ASK,12.15,68186.0,12.1,543898.0,12.15,68186.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1349,2025-04-14 11:40:55,2025-04-14,ASK,12.15,80571.0,12.1,543898.0,12.15,80571.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1350,2025-04-14 11:41:00,2025-04-14,ASK,12.15,98979.0,12.1,543898.0,12.15,98979.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1351,2025-04-14 11:41:00,2025-04-14,ASK,12.15,110816.0,12.1,543898.0,12.15,110816.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1352,2025-04-14 11:41:00,2025-04-14,ASK,12.15,130935.0,12.1,543898.0,12.15,130935.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1353,2025-04-14 11:41:01,2025-04-14,ASK,12.15,154245.0,12.1,543898.0,12.15,154245.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1354,2025-04-14 11:41:06,2025-04-14,ASK,12.15,154710.0,12.1,543898.0,12.15,154710.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1355,2025-04-14 11:41:11,2025-04-14,BID,12.1,543487.0,12.1,543487.0,12.15,154710.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1356,2025-04-14 11:41:15,2025-04-14,ASK,12.15,155377.0,12.1,543487.0,12.15,155377.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1357,2025-04-14 11:41:22,2025-04-14,TRADE,12.15,504.0,12.1,543487.0,12.15,155377.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1358,2025-04-14 11:41:22,2025-04-14,TRADE,12.15,2707.0,12.1,543487.0,12.15,155377.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1359,2025-04-14 11:41:22,2025-04-14,BID,12.1,543487.0,12.1,543487.0,12.15,155377.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1360,2025-04-14 11:41:22,2025-04-14,ASK,12.15,152166.0,12.1,543487.0,12.15,152166.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1361,2025-04-14 11:41:22,2025-04-14,TRADE,12.15,1199.0,12.1,543487.0,12.15,152166.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1362,2025-04-14 11:41:22,2025-04-14,BID,12.1,543487.0,12.1,543487.0,12.15,152166.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1363,2025-04-14 11:41:22,2025-04-14,ASK,12.15,150967.0,12.1,543487.0,12.15,150967.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1364,2025-04-14 11:41:22,2025-04-14,TRADE,12.15,3624.0,12.1,543487.0,12.15,150967.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1365,2025-04-14 11:41:22,2025-04-14,TRADE,12.15,152.0,12.1,543487.0,12.15,150967.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1366,2025-04-14 11:41:22,2025-04-14,TRADE,12.15,14456.0,12.1,543487.0,12.15,150967.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1367,2025-04-14 11:41:22,2025-04-14,BID,12.1,543487.0,12.1,543487.0,12.15,150967.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1368,2025-04-14 11:41:22,2025-04-14,ASK,12.15,132735.0,12.1,543487.0,12.15,132735.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1369,2025-04-14 11:41:22,2025-04-14,TRADE,12.15,8982.0,12.1,543487.0,12.15,132735.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1370,2025-04-14 11:41:22,2025-04-14,BID,12.1,543487.0,12.1,543487.0,12.15,132735.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1371,2025-04-14 11:41:22,2025-04-14,ASK,12.15,123753.0,12.1,543487.0,12.15,123753.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1372,2025-04-14 11:41:22,2025-04-14,TRADE,12.15,6230.0,12.1,543487.0,12.15,123753.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1373,2025-04-14 11:41:22,2025-04-14,BID,12.1,543487.0,12.1,543487.0,12.15,123753.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1374,2025-04-14 11:41:22,2025-04-14,ASK,12.15,117523.0,12.1,543487.0,12.15,117523.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1375,2025-04-14 11:41:22,2025-04-14,TRADE,12.15,1060.0,12.1,543487.0,12.15,117523.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1376,2025-04-14 11:41:22,2025-04-14,BID,12.1,543487.0,12.1,543487.0,12.15,117523.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1377,2025-04-14 11:41:22,2025-04-14,ASK,12.15,116463.0,12.1,543487.0,12.15,116463.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1378,2025-04-14 11:41:22,2025-04-14,TRADE,12.15,5179.0,12.1,543487.0,12.15,116463.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1379,2025-04-14 11:41:22,2025-04-14,BID,12.1,543487.0,12.1,543487.0,12.15,116463.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1380,2025-04-14 11:41:22,2025-04-14,ASK,12.15,111284.0,12.1,543487.0,12.15,111284.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1381,2025-04-14 11:41:22,2025-04-14,TRADE,12.15,1790.0,12.1,543487.0,12.15,111284.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1382,2025-04-14 11:41:22,2025-04-14,BID,12.1,543487.0,12.1,543487.0,12.15,111284.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1383,2025-04-14 11:41:22,2025-04-14,ASK,12.15,109494.0,12.1,543487.0,12.15,109494.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1384,2025-04-14 11:41:22,2025-04-14,TRADE,12.15,367.0,12.1,543487.0,12.15,109494.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1385,2025-04-14 11:41:22,2025-04-14,BID,12.1,543487.0,12.1,543487.0,12.15,109494.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1386,2025-04-14 11:41:22,2025-04-14,ASK,12.15,109127.0,12.1,543487.0,12.15,109127.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1387,2025-04-14 11:41:22,2025-04-14,TRADE,12.15,490.0,12.1,543487.0,12.15,109127.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1388,2025-04-14 11:41:22,2025-04-14,BID,12.1,543487.0,12.1,543487.0,12.15,109127.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1389,2025-04-14 11:41:22,2025-04-14,ASK,12.15,108637.0,12.1,543487.0,12.15,108637.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1390,2025-04-14 11:41:23,2025-04-14,TRADE,12.15,1627.0,12.1,543487.0,12.15,108637.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1391,2025-04-14 11:41:23,2025-04-14,BID,12.1,543487.0,12.1,543487.0,12.15,108637.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1392,2025-04-14 11:41:23,2025-04-14,ASK,12.15,107010.0,12.1,543487.0,12.15,107010.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1393,2025-04-14 11:41:23,2025-04-14,TRADE,12.15,637.0,12.1,543487.0,12.15,107010.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1394,2025-04-14 11:41:23,2025-04-14,BID,12.1,543487.0,12.1,543487.0,12.15,107010.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1395,2025-04-14 11:41:23,2025-04-14,ASK,12.15,106373.0,12.1,543487.0,12.15,106373.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1396,2025-04-14 11:41:23,2025-04-14,TRADE,12.15,285.0,12.1,543487.0,12.15,106373.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1397,2025-04-14 11:41:23,2025-04-14,BID,12.1,543487.0,12.1,543487.0,12.15,106373.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1398,2025-04-14 11:41:23,2025-04-14,ASK,12.15,106088.0,12.1,543487.0,12.15,106088.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1399,2025-04-14 11:41:23,2025-04-14,TRADE,12.15,929.0,12.1,543487.0,12.15,106088.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1400,2025-04-14 11:41:23,2025-04-14,BID,12.1,543487.0,12.1,543487.0,12.15,106088.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1401,2025-04-14 11:41:23,2025-04-14,ASK,12.15,105159.0,12.1,543487.0,12.15,105159.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1402,2025-04-14 11:41:23,2025-04-14,ASK,12.15,115922.0,12.1,543487.0,12.15,115922.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1403,2025-04-14 11:41:24,2025-04-14,TRADE,12.1,15077.0,12.1,543487.0,12.15,115922.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1404,2025-04-14 11:41:24,2025-04-14,BID,12.1,528410.0,12.1,528410.0,12.15,115922.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1405,2025-04-14 11:41:24,2025-04-14,ASK,12.15,115922.0,12.1,528410.0,12.15,115922.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1406,2025-04-14 11:41:24,2025-04-14,TRADE,12.1,1889.0,12.1,528410.0,12.15,115922.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1407,2025-04-14 11:41:24,2025-04-14,TRADE,12.1,2059.0,12.1,528410.0,12.15,115922.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1408,2025-04-14 11:41:24,2025-04-14,TRADE,12.1,500.0,12.1,528410.0,12.15,115922.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1409,2025-04-14 11:41:24,2025-04-14,TRADE,12.1,3628.0,12.1,528410.0,12.15,115922.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1410,2025-04-14 11:41:24,2025-04-14,BID,12.1,520334.0,12.1,520334.0,12.15,115922.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1411,2025-04-14 11:41:24,2025-04-14,ASK,12.15,115922.0,12.1,520334.0,12.15,115922.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1412,2025-04-14 11:41:24,2025-04-14,ASK,12.15,104085.0,12.1,520334.0,12.15,104085.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1413,2025-04-14 11:41:24,2025-04-14,ASK,12.15,83966.0,12.1,520334.0,12.15,83966.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1414,2025-04-14 11:41:31,2025-04-14,TRADE,12.15,17968.0,12.1,520334.0,12.15,83966.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1415,2025-04-14 11:41:31,2025-04-14,TRADE,12.15,12385.0,12.1,520334.0,12.15,83966.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1416,2025-04-14 11:41:31,2025-04-14,TRADE,12.15,18408.0,12.1,520334.0,12.15,83966.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1417,2025-04-14 11:41:31,2025-04-14,TRADE,12.15,23310.0,12.1,520334.0,12.15,83966.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1418,2025-04-14 11:41:31,2025-04-14,TRADE,12.15,465.0,12.1,520334.0,12.15,83966.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1419,2025-04-14 11:41:31,2025-04-14,TRADE,12.15,667.0,12.1,520334.0,12.15,83966.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1420,2025-04-14 11:41:31,2025-04-14,TRADE,12.15,10763.0,12.1,520334.0,12.15,83966.0,False,False,False,True,True,12.1,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1421,2025-04-14 11:41:31,2025-04-14,BID,12.15,520334.0,12.15,520334.0,12.15,83966.0,False,False,False,True,True,12.15,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1422,2025-04-14 11:41:31,2025-04-14,BID,12.15,41034.0,12.15,41034.0,12.15,83966.0,False,False,False,True,True,12.15,32300.0,12.15,,,,,-64600,12.156101148036035,286.3658368721393,
1423,2025-04-14 11:41:31,2025-04-14,ASK,12.2,378518.0,12.15,41034.0,12.2,378518.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1424,2025-04-14 11:41:35,2025-04-14,BID,12.15,61034.0,12.15,61034.0,12.2,378518.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1425,2025-04-14 11:41:35,2025-04-14,BID,12.15,179034.0,12.15,179034.0,12.2,378518.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1426,2025-04-14 11:41:35,2025-04-14,BID,12.15,193762.0,12.15,193762.0,12.2,378518.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1427,2025-04-14 11:41:35,2025-04-14,BID,12.15,198361.0,12.15,198361.0,12.2,378518.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1428,2025-04-14 11:41:39,2025-04-14,BID,12.15,202487.0,12.15,202487.0,12.2,378518.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1429,2025-04-14 11:41:40,2025-04-14,ASK,12.2,363518.0,12.15,202487.0,12.2,363518.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1430,2025-04-14 11:41:46,2025-04-14,BID,12.15,221090.0,12.15,221090.0,12.2,363518.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1431,2025-04-14 11:41:49,2025-04-14,TRADE,12.2,1530.0,12.15,221090.0,12.2,363518.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1432,2025-04-14 11:41:49,2025-04-14,BID,12.15,221090.0,12.15,221090.0,12.2,363518.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1433,2025-04-14 11:41:49,2025-04-14,ASK,12.2,361988.0,12.15,221090.0,12.2,361988.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1434,2025-04-14 11:41:49,2025-04-14,ASK,12.2,362988.0,12.15,221090.0,12.2,362988.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1435,2025-04-14 11:41:56,2025-04-14,TRADE,12.15,3000.0,12.15,221090.0,12.2,362988.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1436,2025-04-14 11:41:56,2025-04-14,BID,12.15,218090.0,12.15,218090.0,12.2,362988.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1437,2025-04-14 11:41:56,2025-04-14,ASK,12.2,359988.0,12.15,218090.0,12.2,359988.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1438,2025-04-14 11:42:01,2025-04-14,BID,12.15,238090.0,12.15,238090.0,12.2,359988.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1439,2025-04-14 11:42:28,2025-04-14,ASK,12.2,371598.0,12.15,238090.0,12.2,371598.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1440,2025-04-14 11:42:53,2025-04-14,ASK,12.2,377491.0,12.15,238090.0,12.2,377491.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
1441,2025-04-14 11:43:09,2025-04-14,ASK,12.2,365881.0,12.15,238090.0,12.2,365881.0,False,False,False,True,True,12.15,32300.0,12.2,,,,,-64600,12.156101148036035,286.3658368721393,
